domain,title,ip,server,encode
www.phfd.gov.tw,澎湖縣政府消防局全球資訊網,163.29.98.56,Apache,utf8
www.phchb.gov.tw,澎湖縣政府衛生局全球資訊網,163.29.98.56,Apache,utf8
www.phepb.gov.tw,澎湖縣政府環境保護局,163.29.98.56,Apache,utf8
www.phtax.gov.tw,"澎湖縣政府稅務局 - 首頁",163.29.229.2,Apache,big5
www.phpto.gov.tw,澎湖縣政府公共車船管理處全球資訊網,163.29.98.56,Apache,utf8
www.phldcc.gov.tw,澎湖縣家畜疾病防治所全球資訊網,163.29.98.56,Apache,utf8
www.phs.gov.tw,澎湖縣立體育場全球資訊網,163.29.98.56,Apache,utf8
www.phmlps.gov.tw,澎湖縣水產種苗繁殖場全球資訊網,163.29.98.56,Apache,utf8
www.penghu-land.gov.tw,澎湖縣澎湖地政事務所,210.241.42.5,Microsoft-IIS/6.0,utf8
ris.penghu.gov.tw,,163.29.98.56,Apache,utf8
www.mkcity.gov.tw,澎湖縣馬公市公所,117.56.237.225,Microsoft-IIS/7.0,utf8
www.hs885.gov.tw,,117.56.237.183,,utf8
www.baisha.gov.tw,我是首頁,117.56.237.195,Microsoft-IIS/6.0,utf8
www.shiyeu.gov.tw,我是首頁,117.56.237.218,Microsoft-IIS/6.0,utf8
www.wangan.gov.tw,我是首頁,59.125.199.84,Microsoft-IIS/6.0,utf8
www.chimi.gov.tw,澎湖縣七美鄉公所全球資訊網,61.67.233.104,Microsoft-IIS/6.0,utf8
www.phcouncil.gov.tw,澎湖縣議會全球資訊網,61.60.85.66,Apache,utf8
www.phec.gov.tw,,117.56.68.26,Apache,utf8
phd.judicial.gov.tw,臺灣澎湖地方法院網站,210.69.124.222,,big5
www.phc.moj.gov.tw,臺灣澎湖地方法院檢察署,163.29.130.139,Microsoft-IIS/7.5,utf8
www.php.moj.gov.tw,法務部矯正署澎湖監獄,163.29.130.140,Microsoft-IIS/7.5,utf8
www.ntbsa.gov.tw,,117.56.219.85,,utf8
www.vac.gov.tw,國軍退除役官兵輔導委員會全球資訊網--首頁,210.69.190.95,Microsoft-IIS/6.0,big5
www.mkport.gov.tw,,210.241.126.66,,utf8
komv2.thb.gov.tw,交通部公路總局-高雄區監理所,210.69.58.166,Apache,utf8
phsch.mohw.gov.tw,衛生福利部澎湖老人之家全球資訊網_首頁,117.56.237.120,Microsoft-IIS/7.0,big5
media.penghu.gov.tw,,163.29.98.56,Apache,utf8
tour.penghu.gov.tw,澎湖逍遙遊,163.29.98.4,Microsoft-IIS/7.5,utf8
event.penghu.gov.tw,澎湖縣政府全球資訊網-澎湖縣政府,163.29.98.56,Apache,utf8
dxsv.phhcc.gov.tw,篤行十村-眷村文化保存園區,163.29.98.2,Microsoft-IIS/6.0,utf8
erdai.phhcc.gov.tw,澎湖縣政府文化局二呆藝館,163.29.98.58,Apache,utf8
www.phlm.nat.gov.tw,澎湖生活博物館,163.29.98.58,Apache,utf8
phorh.phhcc.gov.tw,澎湖海洋資源館,163.29.98.56,Apache,utf8
fg.phhcc.gov.tw,澎湖縣政府文化局第一賓館,163.29.98.58,Apache,utf8
hall.phhcc.gov.tw,澎湖縣演藝廳全球資訊網,163.29.98.56,Apache,utf8
phkt.phhcc.gov.tw,澎湖開拓館,163.29.98.58,Apache,utf8
file.penghu.gov.tw,IIS7,163.29.98.45,Microsoft-IIS/7.5,utf8
liangsan.phhcc.gov.tw,澎湖縣政府文化局踏涼傘,163.29.98.56,Apache,utf8
wiki.hakka.gov.tw,客家委員會-客語認證詞彙資料庫,117.56.166.6,Microsoft-IIS/8.0,utf8
master.hakka.gov.tw,"客家委員會 客語薪傳師",117.56.166.9,Microsoft-IIS/8.0,utf8
school.hakka.gov.tw,歡迎光臨客家委員會104年全國中小學客家藝文競賽,117.56.132.197,Microsoft-IIS/7.5,utf8
www.hakka.gov.tw,"客家委員會全球資訊網 Council for Hakka Affairs",117.56.132.193,Microsoft-IIS/6.0,utf8
broadcasting.hakka.gov.tw,好客ING-客家影音網路平台,117.56.91.174,Apache,utf8
dmz20.moea.gov.tw,,210.69.121.12,,utf8
sme.moeasmea.gov.tw,青年創業及圓夢網,61.57.43.153,"Apache/2.4.12 (Win64) OpenSSL/1.0.1m PHP/5.5.25",utf8
www.moeacgs.gov.tw,,210.69.81.84,Microsoft-IIS/5.0,utf8
web3.moeaboe.gov.tw,"經濟部能源局(Bureau of Energy, Ministry of Economic Affairs, R.O.C.)全球資訊網",210.69.152.15,Microsoft-IIS/7.5,utf8
www.trade.gov.tw,國際貿易局,163.29.159.111,,utf8
safety.bsmi.gov.tw,"BSMI 經濟部標準檢驗局 商品安全資訊網",210.69.140.1,Apache-Coyote/1.1,utf8
gcis.nat.gov.tw,,163.29.187.206,Sun-Java-System-Web-Server/7.0,utf8
moeaca.nat.gov.tw,經濟部工商憑證管理中心,210.241.69.226,Apache,utf8
public.nacs.gov.tw,全民e學堂,117.56.4.67,"Apache/2.2.3 (CentOS)",utf8
nit.immigration.gov.tw,,117.56.25.88,Microsoft-IIS/8.0,utf8
ngis.moea.gov.tw,國土資訊系統自然環境分組,210.69.128.196,Microsoft-IIS/7.5,big5
egis.moea.gov.tw,,210.69.121.18,nginx/1.8.0,utf8
dmz9.moea.gov.tw,,210.69.121.150,,utf8
www.pcc.vghtpe.gov.tw,,,,utf8
www.judicial.gov.tw,司法院全球資訊網,210.69.124.205,,big5
compete.law.moj.gov.tw,,175.99.79.200,,utf8
sendlaw.moj.gov.tw,,163.29.130.174,Microsoft-IIS/8.5,utf8
www.mnd.gov.tw,,163.29.3.110,,utf8
law-out.mof.gov.tw,財政部-主管法規查詢系統(外部版),210.69.109.20,Microsoft-IIS/7.5,utf8
mohwlaw.mohw.gov.tw,衛生福利法規檢索系統,203.65.107.112,Microsoft-IIS/7.5,big5
www.arte.gov.tw,國立臺灣藝術教育館全球資訊網,203.71.7.117,Microsoft-IIS/8.0,big5
blog-rich.yda.gov.tw,RICH部落格首頁,140.111.26.41,"Apache/2.2.15 (CentOS)",utf8
file.ejob.gov.tw,,124.199.93.144,Microsoft-IIS/6.0,utf8
trains.osha.gov.tw,,163.29.188.129,Microsoft-IIS/8.0,utf8
news.gpwb.gov.tw,國防部青年日報社-軍事新聞網,163.29.207.108,Microsoft-IIS/7.5,utf8
news.ner.gov.tw,"首頁 - 國立教育廣播電臺",203.64.188.59,Apache,utf8
certificate.moe.gov.tw,,140.122.249.121,,utf8
mobile.stat.gov.tw,中華民國統計資訊網,117.56.166.92,Microsoft-IIS/8.0,utf8
theme.ndc.gov.tw,主題網站,117.56.68.133,Microsoft-IIS/8.0,utf8
www.df.gov.tw,行政院國家發展基金-國發基金,60.250.113.133,Microsoft-IIS/8.5,utf8
www.archives.gov.tw,"國家發展委員會檔案管理局 – 全球資訊網",210.69.72.54,Microsoft-IIS/7.5,utf8
gpivp.nat.gov.tw,首頁,117.56.91.99,Microsoft-IIS/7.5,utf8
cpabom.dgpa.gov.tw,,,,utf8
ws.ndc.gov.tw,,117.56.68.232,Microsoft-IIS/8.0,utf8
index.ndc.gov.tw,國發會-景氣指標查詢系統,117.56.91.133,Apache,utf8
pension.president.gov.tw,總統府國家年金改革委員會,117.56.68.133,Microsoft-IIS/8.0,utf8
www.tcap.ndc.gov.tw,"共築方舟－氣候變遷調適入口網 - 共築方舟—氣候變遷調適入口網",117.56.91.144,"Apache/2.2.15 (CentOS)",utf8
law.ndc.gov.tw,"國家發展委員會 法規鬆綁建言平台",117.56.68.91,Microsoft-IIS/7.5,utf8
price.nat.gov.tw,物價資訊看板平台,117.56.91.227,Apache,utf8
lib.ndc.gov.tw,"國家發展委員會圖書館 首頁",117.56.166.13,"Apache/2.4.12 (Unix) OpenSSL/1.0.1p PHP/5.6.11 mod_perl/2.0.8-dev Perl/v5.16.3",utf8
statdb.dgbas.gov.tw,IIS7,61.60.106.96,Microsoft-IIS/7.5,utf8
eng.csptc.gov.tw,"Civil Service Protection and Training Commission",117.56.22.225,Microsoft-IIS/8.5,utf8
ecollege.ncsi.gov.tw,文官e學苑,117.56.4.66,"Apache/2.2.3 (CentOS)",utf8
www.aac.moj.gov.tw,法務部廉政署,163.29.130.141,Microsoft-IIS/7.5,utf8
web13.csptc.gov.tw,"公務人員保障暨培訓委員會 - 保障事件決定書查詢系統",117.56.22.221,Microsoft-IIS/7.0,utf8
kmvc.mol.gov.tw,,163.29.140.85,Microsoft-IIS/7.5,utf8
english.mol.gov.tw,"Ministry of Labor MOL",163.29.140.51,,utf8
laws.mol.gov.tw,勞動法令查詢系統,163.29.140.82,Microsoft-IIS/7.5,big5
www.osha.gov.tw,"勞動部職業安全衛生署 -",163.29.188.132,,utf8
www.blf.gov.tw,勞動基金運用局,210.241.0.37,Apache,utf8
www.bli.gov.tw,勞保局全球資訊網導覽頁,211.72.151.41,,utf8
www.ilosh.gov.tw,勞動部勞動及職業安全衛生研究所,163.29.135.13,Apache-Coyote/1.1,utf8
labor-elearning.mol.gov.tw,全民勞教e網,60.199.200.205,Apache,utf8
book.mol.gov.tw,"勞動部 季刊",163.29.140.90,"Apache/2.2.22 (CentOS)",utf8
statdb.mol.gov.tw,統計報表網際網路報送系統,163.29.140.81,Microsoft-IIS/7.5,big5
hrpts.osha.gov.tw,"IIS Windows Server",163.29.188.142,Microsoft-IIS/8.5,utf8
eeweb.mol.gov.tw,勞動部就業平等網,124.199.82.11,"Apache/2.4.10 (Win32) OpenSSL/1.0.1i",utf8
websuit.mol.gov.tw,IIS7,163.29.140.100,Microsoft-IIS/7.5,utf8
wlb.mol.gov.tw,工作生活平衡網,124.199.82.12,Microsoft-IIS/8.0,utf8
wfs.mol.gov.tw,,163.29.140.73,Microsoft-IIS/8.5,utf8
cb.mol.gov.tw,勞動關係資訊服務網,163.29.140.80,Microsoft-IIS/8.0,utf8
childcare.mol.gov.tw,"勞動部-企業托兒與哺(集)乳室資訊網 &#187; http://childcare.mol.gov.tw",124.199.82.13,"Apache/2.2.31 (CentOS)",utf8
www.moex.gov.tw,"考選部 全球資訊網歡迎頁",210.241.131.129,Microsoft-IIS/7.5,utf8
www.gender.ey.gov.tw,,117.56.132.92,,utf8
168-ws.motc.gov.tw,,223.200.48.86,Microsoft-IIS/7.5,utf8
www.motc.gov.tw,中華民國交通部,223.200.48.7,"Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.0-fips DAV/2 Resin/3.1.14",utf8
papads.gp.gov.tw,,61.57.42.216,,utf8
71899.pcc.gov.tw,,61.57.42.138,,utf8
epm.gp.gov.tw,,,,utf8
www.pcc.gov.tw,,210.69.177.166,,utf8
gca.nat.gov.tw,,210.241.69.194,,utf8
moica.nat.gov.tw,MOICA內政部憑證管理中心,61.60.9.10,"Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips DAV/2 PHP/5.3.29",utf8
pesys.pcc.gov.tw,技師及技術顧問機構管理資訊系統,202.39.47.145,Apache-Coyote/1.1,big5
cpabm.cpami.gov.tw,停機公告,210.69.84.11,,utf8
www.etax.nat.gov.tw,,163.29.184.80,,utf8
dpws.sfaa.gov.tw,,203.65.97.129,,utf8
www.mine.gov.tw,"首頁 | 經濟部礦務局",163.29.1.122,Microsoft-IIS/7.5,big5
lawweb.pcc.gov.tw,行政院公共工程委員會-主管法規查詢系統(外部版),210.69.177.95,Microsoft-IIS/6.0,utf8
webtest.pcc.gov.tw,,61.57.42.130,,utf8
www.moeaidb.gov.tw,"工業局,經濟部工業局",163.29.20.35,,utf8
air-culture.tainan.gov.tw,"AIR in Tainan",61.60.91.165,"Apache/2.2.15 (CentOS)",utf8
en.nmtl.gov.tw,"Home | National Museum of Taiwan Literature",163.29.7.90,"Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_wsgi/3.4 Python/2.7.5",utf8
jp.nmtl.gov.tw,"Home | National Museum of Taiwan Literature",163.29.7.90,"Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_wsgi/3.4 Python/2.7.5",utf8
video.nmtl.gov.tw,國立台灣文學館,163.29.7.90,"Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_wsgi/3.4 Python/2.7.5",utf8
award.nmtl.gov.tw,"首頁 | 台灣文學獎",163.29.7.90,"Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_wsgi/3.4 Python/2.7.5",utf8
ipoem.nmtl.gov.tw,"2016愛詩網徵文活動, 好詩大家寫,大家來讀台灣古典詩,新詩創作獎,文學部落格獎            2016愛詩網徵文活動, 好詩大家寫,大家來讀台灣古典詩,新詩創作獎,文學部落格獎",210.69.147.36,Microsoft-IIS/8.5,utf8
tln.nmtl.gov.tw,台灣文學網,163.29.7.16,Microsoft-IIS/7.5,utf8
oesweb.moc.gov.tw,,210.69.147.208,Microsoft-IIS/7.5,utf8
wecare.mol.gov.tw,,,,utf8
www.tpech.gov.tw,,163.29.36.96,Microsoft-IIS/7.5,utf8
old.tncsec.gov.tw,國立臺南生活美學館-首頁,210.69.147.125,Microsoft-IIS/8.5,utf8
blog.moc.gov.tw,,210.69.147.42,,utf8
ed.arte.gov.tw,臺灣藝術教育網,203.71.7.108,Microsoft-IIS/6.0,big5
travel.madou.gov.tw,臺南市麻豆區觀光旅遊網,163.29.141.4,Apache,utf8
lib.madou.gov.tw,麻豆區圖書館--最新消息,163.29.141.2,Microsoft-IIS/7.5,big5
cultural.madou.gov.tw,麻豆區立文化館－首頁,163.29.141.2,Microsoft-IIS/7.5,big5
cemetery.madou.gov.tw,麻豆區生命紀念館-首頁,163.29.141.2,Microsoft-IIS/7.5,big5
besides.madou.gov.tw,,,,utf8
e-services.tainan.gov.tw,臺南市線上申辦整合系統,210.69.40.58,Microsoft-IIS/8.0,utf8
rdec.tainan.gov.tw,臺南市政府研究發展考核委員會,210.69.40.68,Microsoft-IIS/8.0,utf8
civilcard.tainan.gov.tw,臺南市市民卡,210.69.40.63,Microsoft-IIS/7.5,utf8
english.madou.gov.tw,"Madou District Office, Tainan City",163.29.141.4,Apache,utf8
appeal.moc.gov.tw,,210.69.147.57,Microsoft-IIS/6.0,utf8
nav.boch.gov.tw,文化資產導覽系統,210.69.147.8,Microsoft-IIS/8.5,big5
tccip.boch.gov.tw,"AppServ Open Project 2.5.9",210.69.147.77,"Apache/2.2.4 (Win32)",utf8
report.boch.gov.tw,文化資產年報資料庫,210.69.147.104,Jetty(9.0.5.v20130815),utf8
twh.boch.gov.tw,臺灣世界遺產潛力點,210.69.147.103,Microsoft-IIS/7.5,utf8
service.boch.gov.tw,IIS7,163.29.7.54,Microsoft-IIS/7.5,utf8
ebook.boch.gov.tw,2014年文化資產人才培訓手冊,210.69.147.39,Microsoft-IIS/6.0,utf8
conservation.forest.gov.tw,自然保育網,223.200.90.182,,utf8
online.archives.gov.tw,,61.60.10.176,,utf8
aa.archives.gov.tw,,210.69.72.88,,utf8
gpwd.mnd.gov.tw,國防部政治作戰局-政戰資訊服務網,163.29.207.104,Microsoft-IIS/7.5,utf8
www.aec.gov.tw,行政院原子能委員會全球資訊網,117.56.166.86,"Apache/2.2.15 (CentOS)",utf8
view.boch.gov.tw,,210.69.147.187,Microsoft-IIS/8.5,utf8
tour.cca.gov.tw,,,,utf8
blog.cca.gov.tw,,210.69.147.42,,utf8
flowers.tainan.gov.tw,"台南賞花開放地圖 / 台南賞花地圖 / 台南市賞花地圖",210.69.40.57,Microsoft-IIS/8.0,utf8
tourguide.tainan.gov.tw,大台南公車,210.241.103.238,Microsoft-IIS/8.5,utf8
tbike.tainan.gov.tw,臺南騎跡-自行車道網-首頁,61.67.218.153,Apache,utf8
lotus.baihe.gov.tw,白河蓮花季活動官網,125.227.242.215,Apache,utf8
ingress.tainan.gov.tw,Ingress,210.69.40.230,Microsoft-IIS/8.0,utf8
hkfly.tainan.gov.tw,香港-台南90分鐘，直航天天飛,211.20.54.241,Microsoft-IIS/7.5,utf8
osakafly.tainan.gov.tw,もっと台湾が身近に、10月28日から中華航空で台南へ,211.20.54.241,Microsoft-IIS/7.5,utf8
citybus.tainan.gov.tw,大台南公車,210.241.103.238,Microsoft-IIS/8.5,utf8
htp.tainan.gov.tw,"虎頭埤風景區 - 回首頁",59.125.236.133,Microsoft-IIS/6.0,utf8
www.tjnp.gov.tw,中華民國台江國家公園歡迎頁,210.69.84.113,Microsoft-IIS/8.5,utf8
report.nat.gov.tw,OPEN,117.56.68.88,Apache-Coyote/1.1,utf8
en.nmth.gov.tw,"National Museum of Taiwan History-index",210.69.147.125,Microsoft-IIS/8.5,utf8
jp.nmth.gov.tw,国立台湾歴史博物館-ホーム,210.69.147.125,Microsoft-IIS/8.5,utf8
narchive.nmth.gov.tw,Untitled,210.60.2.134,Microsoft-IIS/7.5,utf8
lib.nmth.gov.tw,"Aleph main menu",210.69.147.44,Apache,utf8
audio.nmth.gov.tw,臺灣音聲一百年,210.60.2.199,Microsoft-IIS/7.5,utf8
the.nmth.gov.tw,"首頁 - 斯土斯民-臺灣的故事",210.69.147.17,Microsoft-IIS/7.5,utf8
lifelonglearn.dgpa.gov.tw,,,,utf8
www.cib.gov.tw,內政部警政署刑事警察局全球資訊網中文版,210.69.153.1,Apache,utf8
rural.swcb.gov.tw,農村風情網-主入口網首頁,117.56.222.143,Microsoft-IIS/7.5,utf8
www.ttcsec.gov.tw,國立臺東生活美學館-首頁,210.69.147.125,Microsoft-IIS/8.5,utf8
opengov.tainan.gov.tw,台南開放政府平台,210.69.40.119,Microsoft-IIS/8.0,utf8
road.tainan.gov.tw,臺南市鋪面管理系統,210.69.40.145,Microsoft-IIS/7.5,utf8
oldtree.tainan.gov.tw,愛樹一生一世,203.66.168.90,Microsoft-IIS/6.0,utf8
login.tainan.gov.tw,"登入作業 | 臺南市政府公務入口網",210.69.40.156,Microsoft-IIS/8.0,utf8
job.tainan.gov.tw,臺南市政府勞工局職訓就服中心,210.69.57.99,"Apache/2.2.15 (CentOS)",utf8
broadbeam.tainan.gov.tw,臺南市寬頻管道管理系統,210.69.40.145,Microsoft-IIS/7.5,utf8
intra.tncghb.gov.tw,"臺南市政府衛生局 內部資訊管理系統",203.65.92.102,"Apache/2.0.55 (Unix) mod_ssl/2.0.55 OpenSSL/0.9.8e-fips-rhel5 PHP/4.3.11",big5
cws.tainan.gov.tw,,,,utf8
trans.nfa.gov.tw,"Untitled Document",210.69.173.9,Microsoft-IIS/5.0,utf8
www.nfa.gov.tw,,117.56.75.10,Microsoft-IIS/7.5,utf8
tw-aed.mohw.gov.tw,公共場所AED急救資訊網,220.228.12.181,Apache-Coyote/1.1,utf8
idbpark.moeaidb.gov.tw,台灣工業用地供給與服務資訊網-台灣工業用地供給與服務資訊網,202.39.150.7,Microsoft-IIS/8.5,utf8
246.swcb.gov.tw,"土石流防災資訊網 - 行政院農業委員會水土保持局",117.56.222.246,Microsoft-IIS/8.5,utf8
fhy.wra.gov.tw,經濟部水利署防災資訊網,210.69.128.129,Microsoft-IIS/8.0,utf8
www.sinhua.gov.tw,臺南市新化區公所,117.56.242.220,"Apache/2.2.0 (Fedora)",utf8
www.sych.gov.tw,"新營區全球資訊網 Welcome to Sinying District Office",163.29.227.121,Microsoft-IIS/6.0,big5
web2.tainan.gov.tw,,210.69.57.107,Microsoft-IIS/6.0,utf8
www.shanshang.gov.tw,,,,utf8
www.yongkangcity.gov.tw,臺南市永康區公所全球資訊網,124.199.101.111,Apache,utf8
www.tneast.gov.tw,台南市東區區公所,124.199.101.207,Apache,big5
www.tnsouth.gov.tw,臺南市南區區公所,125.227.242.215,Apache,utf8
tnda.tncg.gov.tw,,210.69.40.63,,utf8
www.tnwcdo.gov.tw,台南市中西區公所,124.199.104.176,Microsoft-IIS/7.5,big5
www.annan.gov.tw,臺南市安南區公所全球資訊網,125.227.242.215,Apache,utf8
www.tnanping.gov.tw,"安平區公所 全球資訊網",124.199.104.164,"Apache/2.2.0 (Fedora)",utf8
www.tncg.gov.tw,,,,utf8
tnhr.tncg.gov.tw,設置及應用電腦計畫審查系統,210.69.40.18,Microsoft-IIS/8.0,utf8
tour.tncg.gov.tw,,,,utf8
address.tncg.gov.tw,,,,utf8
www.tnepb.gov.tw,"臺南市政府環境保護局- Environmental Protection Bureau of Tainan City Government",211.79.190.19,Microsoft-IIS/7.0,big5
epb2.tainan.gov.tw,"臺南市政府環境保護局- Environmental Protection Bureau of Tainan City Government",211.79.190.23,Microsoft-IIS/6.0,big5
vt.tainan.gov.tw,志願服務網,210.69.40.239,Microsoft-IIS/6.0,utf8
epb3.tainan.gov.tw,"臺南市政府環境保護局- Environmental Protection Bureau of Tainan City Government",211.79.190.26,Microsoft-IIS/6.0,big5
old2.tnepb.gov.tw,"臺南市政府環境保護局- Environmental Protection Bureau of Tainan City Government",211.79.190.26,Microsoft-IIS/6.0,big5
dfm.swcb.gov.tw,土石流觀測站展示平台,210.69.127.168,Microsoft-IIS/6.0,big5
lpggas.epa.gov.tw,LPG液化石油氣資訊管理系統,223.200.80.7,Microsoft-IIS/8.5,utf8
ernet.epa.gov.tw,ernet,223.200.80.96,Microsoft-IIS/7.5,utf8
roots.epa.gov.tw,"根留台灣 LEAVE YOUR ROOTS IN TAIWAN",223.200.80.197,Microsoft-IIS/8.5,utf8
aers.epa.gov.tw,空氣污染事件應變處理查詢系統,223.200.80.166,Microsoft-IIS/8.5,big5
oldweb.epa.gov.tw,行政院環境保護署,223.200.80.126,Microsoft-IIS/6.0,utf8
polcar.epa.gov.tw,烏賊車檢舉網站,223.200.80.37,Microsoft-IIS/8.5,utf8
greencar.epa.gov.tw,,223.200.80.35,Microsoft-IIS/8.5,utf8
car.epa.gov.tw,,223.200.80.35,Microsoft-IIS/8.5,utf8
www.twd.gov.tw,臺北自來水事業處,163.29.36.96,Microsoft-IIS/7.5,utf8
www.water.gov.tw,"台灣自來水公司 Taiwan Water Corporation",124.219.11.125,,big5
www.wra.gov.tw,"經濟部水利署全球資訊網 Water Resources Agency, Ministry of Economic Affairs",117.56.10.71,Microsoft-IIS/7.5,utf8
ems.epa.gov.tw,行政院環保署環境保護許可管理資訊系統,223.200.80.28,Microsoft-IIS/8.5,utf8
nonionized.epa.gov.tw,非屬原子能游離輻射管制網-首頁,223.200.80.166,Microsoft-IIS/8.5,utf8
noisecar.epa.gov.tw,,223.200.80.7,,utf8
vnc.epa.gov.tw,,223.200.80.99,,utf8
eala.niea.gov.tw,,117.56.10.27,,utf8
data.gov.tw,政府資料開放平臺,117.56.91.4,"Apache/2.2.15 (CentOS)",utf8
lifelonglearn.cpa.gov.tw,,,,utf8
elearning.nat.gov.tw,,,,utf8
www.cpa.gov.tw,,,,utf8
pipa.moj.gov.tw,"法務部個人資料保護專區 Ministry of Justice",163.29.130.184,Microsoft-IIS/7.5,utf8
info.gio.gov.tw,,,,utf8
csnn.osha.gov.tw,CSNN化學物質登記管理,163.29.188.128,Microsoft-IIS/8.0,utf8
chemreg-border.epa.gov.tw,"貨品通關事前聲明確認平台 Pre-Confirmation of Chemical Commodity Importation",223.200.80.199,Microsoft-IIS/8.5,utf8
atftp.epa.gov.tw,"行政院環境保護署 ─ 環保訴願",223.200.80.126,Microsoft-IIS/6.0,utf8
api.tgos.nat.gov.tw,,210.61.13.86,Microsoft-IIS/7.5,utf8
portal.emic.gov.tw,消防署防救災入口網站登入,117.56.75.1,Oracle-Application-Server-11g,utf8
eoc.nfa.gov.tw,,210.69.173.37,Microsoft-IIS/7.5,utf8
priceinquire.afa.gov.tw,,,,utf8
apis.afa.gov.tw,農產品產地價格查詢系統登入,210.69.71.35,Microsoft-IIS/6.0,utf8
web3.dgpa.gov.tw,,,,utf8
ttms.etraining.gov.tw,IIS7,163.29.199.67,Microsoft-IIS/7.5,utf8
tims.etraining.gov.tw,職業訓練資訊管理系統,124.199.93.214,Microsoft-IIS/7.0,utf8
occupation.taiwanjobs.gov.tw,Jobooks工作百科,124.199.93.91,Microsoft-IIS/8.5,utf8
overseas.taiwanjobs.gov.tw,國人海外就業資源中心,117.56.83.85,Microsoft-IIS/7.5,utf8
tys.okwork.gov.tw,,,,utf8
e-service.mohw.gov.tw,,203.65.99.143,,utf8
newlaw.mohw.gov.tw,,203.65.107.112,,utf8
eip01.intra.gov.tw,,,,utf8
mail.mohw.gov.tw,,203.65.100.147,,utf8
www.most.gov.tw,,61.60.96.7,,utf8
mammy.hpa.gov.tw,"國民健康署-孕產婦關懷網站 - 孕產婦關懷網站",210.241.78.36,Microsoft-IIS/8.5,utf8
young.hpa.gov.tw,"國民健康署青少年網站 - 性福e學園",117.56.11.150,,utf8
gene.hpa.gov.tw,衛生福利部國民健康署遺傳疾病諮詢服務窗口,117.56.11.169,Apache,utf8
health99.hpa.gov.tw,首頁│衛生福利部國民健康署│健康九九網站│health99.hpa.gov.tw,210.241.78.15,Microsoft-IIS/7.0,utf8
ttc.hpa.gov.tw,,210.241.78.24,Microsoft-IIS/6.0,utf8
tobacco-information.hpa.gov.tw,衛生福利部國民健康署菸品成分資料網─首頁,210.241.78.30,Microsoft-IIS/7.0,utf8
health.hpa.gov.tw,"衛生福利部國民健康署 健康職場資訊",210.241.78.43,Microsoft-IIS/7.5,utf8
obesity.hpa.gov.tw,衛生福利部國民健康署_肥胖防治網,117.56.11.152,,utf8
cris.hpa.gov.tw,,210.241.78.27,,utf8
olap.hpa.gov.tw,,211.79.180.4,,utf8
data.hpa.gov.tw,"歡迎 - 衛生福利部國民健康署開放資料平台",210.71.254.151,nginx/1.1.19,utf8
afc.hpa.gov.tw,"衛生福利部國民健康署 高齡友善城市",210.241.78.35,Microsoft-IIS/7.5,utf8
wellness.hpa.gov.tw,,210.71.254.162,,utf8
gbs.hpa.gov.tw,,203.65.42.197,,utf8
ibaby.mohw.gov.tw,,203.65.107.81,,utf8
med.nhi.gov.tw,,210.69.214.170,,utf8
km.hpa.gov.tw,"知識管理平台 登入頁面",210.241.78.14,Microsoft-IIS/7.5,utf8
www.dengue.gov.tw,登革熱防治網,61.57.41.136,Microsoft-IIS/8.0,utf8
open.nat.gov.tw,OPEN政府出版資訊網,210.61.138.129,Apache-Coyote/1.1,utf8
thinktank.nat.gov.tw,"國家政策網路智庫 National Policy Think Tank Online",210.241.21.169,Microsoft-IIS/6.0,utf8
e-learning.cdc.gov.tw,"傳染病數位學習網 - 疾病管制署",61.57.41.155,Microsoft-IIS/8.0,utf8
nidss.cdc.gov.tw,傳染病統計資料查詢系統,203.65.72.102,Microsoft-IIS/7.0,utf8
